breed,category,characteristic,star,image_src,dog_page
Barbet, Trainability,Wanderlust Potential,3,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg,https://dogtime.com/dog-breeds/barbet
Barbet, Physical Needs,Energy Level,5,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg,https://dogtime.com/dog-breeds/barbet
Barbet, Physical Needs,Intensity,3,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg,https://dogtime.com/dog-breeds/barbet
Barbet, Physical Needs,Exercise Needs,3,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg,https://dogtime.com/dog-breeds/barbet
Barbet, Physical Needs,Potential For Playfulness,4,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg,https://dogtime.com/dog-breeds/barbet
Basset Hound, Adaptability,Adapts Well To Apartment Living,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Adaptability,Good For Novice Owners,4,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Adaptability,Sensitivity Level,4,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Adaptability,Tolerates Being Alone,3,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Adaptability,Tolerates Cold Weather,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Adaptability,Tolerates Hot Weather,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, All Around Friendliness,Kid-Friendly,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, All Around Friendliness,Dog Friendly,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, All Around Friendliness,Friendly Toward Strangers,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Health And Grooming Needs,Amount Of Shedding,4,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basenji, Adaptability,Adapts Well To Apartment Living,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Adaptability,Good For Novice Owners,4,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Adaptability,Sensitivity Level,3,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Adaptability,Tolerates Being Alone,4,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Adaptability,Tolerates Cold Weather,1,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Adaptability,Tolerates Hot Weather,4,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, All Around Friendliness,Kid-Friendly,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, All Around Friendliness,Dog Friendly,4,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, All Around Friendliness,Friendly Toward Strangers,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Health And Grooming Needs,Amount Of Shedding,1,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Health And Grooming Needs,Drooling Potential,1,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Health And Grooming Needs,Easy To Groom,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Azawakh, Adaptability,Adapts Well To Apartment Living,5,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Adaptability,Good For Novice Owners,2,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Adaptability,Sensitivity Level,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Adaptability,Tolerates Being Alone,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Adaptability,Tolerates Cold Weather,1,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Adaptability,Tolerates Hot Weather,5,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, All Around Friendliness,Affectionate With Family,4,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, All Around Friendliness,Kid-Friendly,2,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, All Around Friendliness,Dog Friendly,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, All Around Friendliness,Friendly Toward Strangers,2,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Health And Grooming Needs,Amount Of Shedding,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Health And Grooming Needs,Drooling Potential,1,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Health And Grooming Needs,Easy To Groom,5,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Health And Grooming Needs,General Health,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Health And Grooming Needs,Potential For Weight Gain,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Health And Grooming Needs,Size,4,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Trainability,Easy To Train,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Basset Hound, Health And Grooming Needs,Drooling Potential,4,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Health And Grooming Needs,Easy To Groom,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Health And Grooming Needs,General Health,1,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Health And Grooming Needs,Potential For Weight Gain,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Health And Grooming Needs,Size,3,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Trainability,Easy To Train,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Trainability,Intelligence,4,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Trainability,Potential For Mouthiness,3,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Trainability,Prey Drive,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Trainability,Tendency To Bark Or Howl,4,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Trainability,Wanderlust Potential,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Physical Needs,Energy Level,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Physical Needs,Intensity,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Physical Needs,Exercise Needs,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basset Hound, Physical Needs,Potential For Playfulness,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg,https://dogtime.com/dog-breeds/basset-hound
Basenji, Health And Grooming Needs,General Health,2,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Health And Grooming Needs,Potential For Weight Gain,2,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Health And Grooming Needs,Size,2,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Trainability,Easy To Train,1,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Trainability,Intelligence,4,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Trainability,Potential For Mouthiness,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Trainability,Prey Drive,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Trainability,Tendency To Bark Or Howl,1,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Trainability,Wanderlust Potential,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Physical Needs,Energy Level,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Physical Needs,Intensity,1,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Physical Needs,Exercise Needs,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Basenji, Physical Needs,Potential For Playfulness,2,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg,https://dogtime.com/dog-breeds/basenji
Azawakh, Trainability,Intelligence,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Trainability,Potential For Mouthiness,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Trainability,Prey Drive,4,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Trainability,Tendency To Bark Or Howl,1,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Trainability,Wanderlust Potential,2,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Physical Needs,Energy Level,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Physical Needs,Intensity,2,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Physical Needs,Exercise Needs,4,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Azawakh, Physical Needs,Potential For Playfulness,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg,https://dogtime.com/dog-breeds/azawakh
Basset Fauve de Bretagne, Adaptability,Adapts Well To Apartment Living,4,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/basset-fauve-de-bretagne
Basset Fauve de Bretagne, Adaptability,Good For Novice Owners,4,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/basset-fauve-de-bretagne
Basset Fauve de Bretagne, Adaptability,Sensitivity Level,3,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/basset-fauve-de-bretagne
Basset Fauve de Bretagne, Adaptability,Tolerates Being Alone,3,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/basset-fauve-de-bretagne
Basset Fauve de Bretagne, Adaptability,Tolerates Cold Weather,3,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/basset-fauve-de-bretagne
Basset Fauve de Bretagne, Adaptability,Tolerates Hot Weather,1,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/basset-fauve-de-bretagne
Basset Fauve de Bretagne, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/basset-fauve-de-bretagne
Basset Fauve de Bretagne, All Around Friendliness,Kid-Friendly,4,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/basset-fauve-de-bretagne
Basset Fauve de Bretagne, All Around Friendliness,Dog Friendly,4,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/basset-fauve-de-bretagne
Basset Fauve de Bretagne, All Around Friendliness,Friendly Toward Strangers,3,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/basset-fauve-de-bretagne
Basset Fauve de Bretagne, Health And Grooming Needs,Amount Of Shedding,2,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/basset-fauve-de-bretagne
Basset Fauve de Bretagne, Health And Grooming Needs,Drooling Potential,1,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/basset-fauve-de-bretagne
Basset Fauve de Bretagne, Health And Grooming Needs,Easy To Groom,4,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg,https://dogtime.com/dog-breeds/basset-fauve-de-bretagne
Australian Shepherd Lab Mix, Adaptability,Adapts Well To Apartment Living,2,https://dogtime.com/assets/uploads/gallery/australian-shepherd-lab-mixed-dog-breed-pictures/australian-shepherd-lab-mixed-dog-breed-pictures-2.jpg,https://dogtime.com/dog-breeds/australian-shepherd-lab-mix
Australian Shepherd Lab Mix, Adaptability,Good For Novice Owners,2,https://dogtime.com/assets/uploads/gallery/australian-shepherd-lab-mixed-dog-breed-pictures/australian-shepherd-lab-mixed-dog-breed-pictures-2.jpg,https://dogtime.com/dog-breeds/australian-shepherd-lab-mix
Australian Shepherd Lab Mix, Adaptability,Sensitivity Level,5,https://dogtime.com/assets/uploads/gallery/australian-shepherd-lab-mixed-dog-breed-pictures/australian-shepherd-lab-mixed-dog-breed-pictures-2.jpg,https://dogtime.com/dog-breeds/australian-shepherd-lab-mix
