breed,category,characteristic,star,image_src
Australian Stumpy Tail Cattle Dog, Adaptability,Tolerates Cold Weather,4,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Adaptability,Tolerates Hot Weather,4,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, All Around Friendliness,Affectionate With Family,3,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, All Around Friendliness,Kid-Friendly,3,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, All Around Friendliness,Dog Friendly,2,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, All Around Friendliness,Friendly Toward Strangers,2,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Health And Grooming Needs,Amount Of Shedding,4,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Health And Grooming Needs,Drooling Potential,2,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Health And Grooming Needs,Easy To Groom,3,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Health And Grooming Needs,General Health,4,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Health And Grooming Needs,Potential For Weight Gain,4,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Health And Grooming Needs,Size,3,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Trainability,Easy To Train,3,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Trainability,Intelligence,4,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Trainability,Potential For Mouthiness,3,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Trainability,Prey Drive,3,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Trainability,Tendency To Bark Or Howl,2,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Trainability,Wanderlust Potential,4,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Physical Needs,Energy Level,5,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Physical Needs,Intensity,4,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Physical Needs,Exercise Needs,5,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Australian Stumpy Tail Cattle Dog, Physical Needs,Potential For Playfulness,3,https://dogtime.com/assets/uploads/gallery/australian-stumpy-tail-cattle-dog-breed-pictures/australian-stumpy-tail-cattle-dog-4.jpg
Basset Hound, Adaptability,Adapts Well To Apartment Living,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Adaptability,Good For Novice Owners,4,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Adaptability,Sensitivity Level,4,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Adaptability,Tolerates Being Alone,3,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Adaptability,Tolerates Cold Weather,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Adaptability,Tolerates Hot Weather,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, All Around Friendliness,Kid-Friendly,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, All Around Friendliness,Dog Friendly,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, All Around Friendliness,Friendly Toward Strangers,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Health And Grooming Needs,Amount Of Shedding,4,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Azawakh, Adaptability,Adapts Well To Apartment Living,5,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Adaptability,Good For Novice Owners,2,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Adaptability,Sensitivity Level,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Adaptability,Tolerates Being Alone,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Adaptability,Tolerates Cold Weather,1,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Adaptability,Tolerates Hot Weather,5,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, All Around Friendliness,Affectionate With Family,4,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, All Around Friendliness,Kid-Friendly,2,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, All Around Friendliness,Dog Friendly,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, All Around Friendliness,Friendly Toward Strangers,2,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Health And Grooming Needs,Amount Of Shedding,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Basset Fauve de Bretagne, Adaptability,Adapts Well To Apartment Living,4,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Adaptability,Good For Novice Owners,4,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Adaptability,Sensitivity Level,3,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Adaptability,Tolerates Being Alone,3,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Adaptability,Tolerates Cold Weather,3,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Adaptability,Tolerates Hot Weather,1,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, All Around Friendliness,Kid-Friendly,4,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, All Around Friendliness,Dog Friendly,4,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, All Around Friendliness,Friendly Toward Strangers,3,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Health And Grooming Needs,Amount Of Shedding,2,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Hound, Health And Grooming Needs,Drooling Potential,4,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Health And Grooming Needs,Easy To Groom,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Health And Grooming Needs,General Health,1,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Health And Grooming Needs,Potential For Weight Gain,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Health And Grooming Needs,Size,3,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Trainability,Easy To Train,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Trainability,Intelligence,4,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Trainability,Potential For Mouthiness,3,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Trainability,Prey Drive,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Trainability,Tendency To Bark Or Howl,4,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Trainability,Wanderlust Potential,5,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Physical Needs,Energy Level,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Physical Needs,Intensity,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Physical Needs,Exercise Needs,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basset Hound, Physical Needs,Potential For Playfulness,2,https://dogtime.com/assets/uploads/gallery/basset-hound-dog-breed-pictures/6-face2.jpg
Basenji, Adaptability,Adapts Well To Apartment Living,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg
Basenji, Adaptability,Good For Novice Owners,4,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg
Basenji, Adaptability,Sensitivity Level,3,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg
Basenji, Adaptability,Tolerates Being Alone,4,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg
Basenji, Adaptability,Tolerates Cold Weather,1,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg
Basenji, Adaptability,Tolerates Hot Weather,4,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg
Basenji, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg
Basenji, All Around Friendliness,Kid-Friendly,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg
Basenji, All Around Friendliness,Dog Friendly,4,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg
Basenji, All Around Friendliness,Friendly Toward Strangers,5,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg
Basenji, Health And Grooming Needs,Amount Of Shedding,1,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg
Basenji, Health And Grooming Needs,Drooling Potential,1,https://dogtime.com/assets/uploads/gallery/basenji-dog-breed-pictures/1-standforward.jpg
Barbet, Adaptability,Adapts Well To Apartment Living,3,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg
Barbet, Adaptability,Good For Novice Owners,2,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg
Barbet, Adaptability,Sensitivity Level,3,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg
Barbet, Adaptability,Tolerates Being Alone,1,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg
Barbet, Adaptability,Tolerates Cold Weather,4,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg
Barbet, Adaptability,Tolerates Hot Weather,4,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg
Barbet, All Around Friendliness,Affectionate With Family,5,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg
Barbet, All Around Friendliness,Kid-Friendly,4,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg
Barbet, All Around Friendliness,Dog Friendly,4,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg
Barbet, All Around Friendliness,Friendly Toward Strangers,3,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg
Barbet, Health And Grooming Needs,Amount Of Shedding,2,https://dogtime.com/assets/uploads/gallery/barbet-dog-breed-pictures/leash-2_680-453.jpg
Azawakh, Health And Grooming Needs,Drooling Potential,1,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Health And Grooming Needs,Easy To Groom,5,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Health And Grooming Needs,General Health,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Health And Grooming Needs,Potential For Weight Gain,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Health And Grooming Needs,Size,4,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Trainability,Easy To Train,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Trainability,Intelligence,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Trainability,Potential For Mouthiness,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Trainability,Prey Drive,4,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Trainability,Tendency To Bark Or Howl,1,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Trainability,Wanderlust Potential,2,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Physical Needs,Energy Level,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Physical Needs,Intensity,2,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Physical Needs,Exercise Needs,4,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Azawakh, Physical Needs,Potential For Playfulness,3,https://dogtime.com/assets/uploads/gallery/azawakh-dog-breed-pictures/multi-1_680-453.jpg
Bassador, Adaptability,Adapts Well To Apartment Living,2,https://dogtime.com/assets/uploads/gallery/bassador-mixed-dog-breed-pictures/bassador-mixed-breed-dog-pictures-5.jpg
Bassador, Adaptability,Good For Novice Owners,2,https://dogtime.com/assets/uploads/gallery/bassador-mixed-dog-breed-pictures/bassador-mixed-breed-dog-pictures-5.jpg
Bassador, Adaptability,Sensitivity Level,3,https://dogtime.com/assets/uploads/gallery/bassador-mixed-dog-breed-pictures/bassador-mixed-breed-dog-pictures-5.jpg
Bassador, Adaptability,Tolerates Being Alone,3,https://dogtime.com/assets/uploads/gallery/bassador-mixed-dog-breed-pictures/bassador-mixed-breed-dog-pictures-5.jpg
Bassador, Adaptability,Tolerates Cold Weather,4,https://dogtime.com/assets/uploads/gallery/bassador-mixed-dog-breed-pictures/bassador-mixed-breed-dog-pictures-5.jpg
Bassador, Adaptability,Tolerates Hot Weather,4,https://dogtime.com/assets/uploads/gallery/bassador-mixed-dog-breed-pictures/bassador-mixed-breed-dog-pictures-5.jpg
Bassador, All Around Friendliness,Affectionate With Family,3,https://dogtime.com/assets/uploads/gallery/bassador-mixed-dog-breed-pictures/bassador-mixed-breed-dog-pictures-5.jpg
Bassador, All Around Friendliness,Kid-Friendly,3,https://dogtime.com/assets/uploads/gallery/bassador-mixed-dog-breed-pictures/bassador-mixed-breed-dog-pictures-5.jpg
Bassador, All Around Friendliness,Dog Friendly,3,https://dogtime.com/assets/uploads/gallery/bassador-mixed-dog-breed-pictures/bassador-mixed-breed-dog-pictures-5.jpg
Bassador, All Around Friendliness,Friendly Toward Strangers,3,https://dogtime.com/assets/uploads/gallery/bassador-mixed-dog-breed-pictures/bassador-mixed-breed-dog-pictures-5.jpg
Bassador, Health And Grooming Needs,Amount Of Shedding,5,https://dogtime.com/assets/uploads/gallery/bassador-mixed-dog-breed-pictures/bassador-mixed-breed-dog-pictures-5.jpg
Basset Fauve de Bretagne, Health And Grooming Needs,Drooling Potential,1,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Health And Grooming Needs,Easy To Groom,4,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Health And Grooming Needs,General Health,5,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Health And Grooming Needs,Potential For Weight Gain,1,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Health And Grooming Needs,Size,2,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Trainability,Easy To Train,3,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Trainability,Intelligence,5,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Trainability,Potential For Mouthiness,3,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Trainability,Prey Drive,3,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Trainability,Tendency To Bark Or Howl,2,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Trainability,Wanderlust Potential,1,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Physical Needs,Energy Level,4,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Physical Needs,Intensity,2,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Physical Needs,Exercise Needs,4,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Basset Fauve de Bretagne, Physical Needs,Potential For Playfulness,3,https://dogtime.com/assets/uploads/gallery/basset-fauve-de-bretagne-dog-breed-pictures_1/basset-fauve-de-bretagne-dog-breed-pictures-3.jpg
Australian Terrier, Adaptability,Adapts Well To Apartment Living,5,https://dogtime.com/assets/uploads/gallery/australian-terrier-dog-breed-pictures/2-face.jpg
Australian Terrier, Adaptability,Good For Novice Owners,3,https://dogtime.com/assets/uploads/gallery/australian-terrier-dog-breed-pictures/2-face.jpg
Australian Terrier, Adaptability,Sensitivity Level,2,https://dogtime.com/assets/uploads/gallery/australian-terrier-dog-breed-pictures/2-face.jpg
Australian Terrier, Adaptability,Tolerates Being Alone,2,https://dogtime.com/assets/uploads/gallery/australian-terrier-dog-breed-pictures/2-face.jpg
